cultivo,anio,campania,provincia,departamento,superficie_sembrada_ha,superficie_cosechada_ha,produccion_tn,rendimiento_tn_ha,tasa_cosecha
soja,2021,2021/2022,Buenos Aires,General Villegas,252000,249800,734330,2.94,0.991
soja,2021,2021/2022,Buenos Aires,General Paz,4950,4500,12540,2.787,0.909
soja,2021,2021/2022,Buenos Aires,Lobería,101165,101165,167665,1.657,1.0
soja,2021,2021/2022,Buenos Aires,General Las Heras,5100,4700,11440,2.434,0.922
soja,2021,2021/2022,Buenos Aires,General Viamonte,84000,83400,255650,3.065,0.993
soja,2021,2021/2022,Buenos Aires,General Pinto,85000,83000,232750,2.804,0.976
soja,2021,2021/2022,Buenos Aires,General Rodríguez,5650,5500,15290,2.78,0.973
soja,2021,2021/2022,Buenos Aires,General Pueyrredón,19711,18711,30248,1.617,0.949
soja,2021,2021/2022,Buenos Aires,Junín,108000,107700,333720,3.099,0.997
soja,2021,2021/2022,Buenos Aires,Lincoln,146000,143500,435075,3.032,0.983
soja,2021,2021/2022,Buenos Aires,Hipólito Yrigoyen,72400,72400,195840,2.705,1.0
soja,2021,2021/2022,Buenos Aires,Guaminí,60000,60000,168000,2.8,1.0
soja,2021,2021/2022,Buenos Aires,Leandro N. Alem,62000,61200,182260,2.978,0.987
soja,2021,2021/2022,Buenos Aires,La Plata,450,430,1196,2.781,0.956
soja,2021,2021/2022,Buenos Aires,Las Flores,18735,18362,47706,2.598,0.98
soja,2021,2021/2022,Buenos Aires,Laprida,8489,8489,18896,2.226,1.0
soja,2021,2021/2022,Buenos Aires,Luján,13800,13200,37600,2.848,0.957
soja,2021,2021/2022,Buenos Aires,Mercedes,22360,20128,47742,2.372,0.9
soja,2021,2021/2022,Buenos Aires,Pilar,1430,1330,3560,2.677,0.93
soja,2021,2021/2022,Buenos Aires,San Vicente,460,390,1188,3.046,0.848
soja,2021,2021/2022,Buenos Aires,Marcos Paz,7100,6700,17590,2.625,0.944
soja,2021,2021/2022,Buenos Aires,Magdalena,2370,2220,6752,3.041,0.937
soja,2021,2021/2022,Buenos Aires,Mar Chiquita,11700,11700,29460,2.518,1.0
soja,2021,2021/2022,Buenos Aires,Maipú,5400,5400,12690,2.35,1.0
soja,2021,2021/2022,Buenos Aires,Necochea,94685,94685,120353,1.271,1.0
soja,2021,2021/2022,Buenos Aires,Pila,8300,8300,20120,2.424,1.0
soja,2021,2021/2022,Buenos Aires,Navarro,25093,24737,74778,3.023,0.986
soja,2021,2021/2022,Buenos Aires,Monte,32328,31919,98688,3.092,0.987
soja,2021,2021/2022,Buenos Aires,Pergamino,160300,159000,546720,3.438,0.992
soja,2021,2021/2022,Buenos Aires,Olavarría,59600,59600,151600,2.544,1.0
soja,2021,2021/2022,Buenos Aires,Pellegrini,38000,38000,119200,3.137,1.0
soja,2021,2021/2022,Buenos Aires,Pehuajó,113602,113602,377214,3.32,1.0
soja,2021,2021/2022,Buenos Aires,Punta Indio,390,330,990,3.0,0.846
soja,2021,2021/2022,Buenos Aires,Roque Pérez,36885,36410,109843,3.017,0.987
soja,2021,2021/2022,Buenos Aires,Puán,2000,2000,3600,1.8,1.0
soja,2021,2021/2022,Buenos Aires,San Pedro,57750,57500,172490,3.0,0.996
soja,2021,2021/2022,Buenos Aires,Rojas,107000,105800,311320,2.943,0.989
soja,2021,2021/2022,Buenos Aires,Ramallo,61100,60700,177100,2.918,0.993
soja,2021,2021/2022,Buenos Aires,Rivadavia,139482,139482,452292,3.243,1.0
soja,2021,2021/2022,Buenos Aires,Rauch,5350,5350,11505,2.15,1.0
soja,2021,2021/2022,Buenos Aires,Salliqueló,27000,27000,84600,3.133,1.0
soja,2021,2021/2022,Buenos Aires,San Nicolás,35050,34780,90755,2.609,0.992
soja,2021,2021/2022,Buenos Aires,Saladillo,55816,54810,152789,2.788,0.982
soja,2021,2021/2022,Buenos Aires,Saavedra,13000,13000,23000,1.769,1.0
soja,2021,2021/2022,Buenos Aires,San Cayetano,53179,53179,58890,1.107,1.0
soja,2021,2021/2022,Buenos Aires,Salto,100800,100200,336320,3.356,0.994
soja,2021,2021/2022,Buenos Aires,San Antonio de Areco,43300,43080,132790,3.082,0.995
soja,2021,2021/2022,Buenos Aires,San Andrés de Giles,50500,49300,145760,2.957,0.976
soja,2021,2021/2022,Chaco,San Fernando,700,690,1540,2.232,0.986
soja,2021,2021/2022,Salta,La Caldera,25,25,45,1.8,1.0
soja,2021,2021/2022,Corrientes,Esquina,140,140,210,1.5,1.0
soja,2021,2021/2022,San Luis,Ayacucho,5500,5500,18900,3.436,1.0
soja,2021,2021/2022,Santa Fe,San Martín,271647,271647,836607,3.08,1.0
soja,2021,2021/2022,Catamarca,Capayán,100,50,55,1.1,0.5
soja,2021,2021/2022,Buenos Aires,Tres Lomas,28000,28000,85200,3.043,1.0
soja,2021,2021/2022,Chaco,General Belgrano,36000,34450,95300,2.766,0.957
soja,2021,2021/2022,Corrientes,San Roque,30,30,45,1.5,1.0
soja,2021,2021/2022,Buenos Aires,Zárate,22500,22300,67520,3.028,0.991
soja,2021,2021/2022,Buenos Aires,Tres Arroyos,91749,91749,129979,1.417,1.0
soja,2021,2021/2022,Buenos Aires,Trenque Lauquen,151203,151203,496832,3.286,1.0
soja,2021,2021/2022,Buenos Aires,Tornquist,2000,2000,3200,1.6,1.0
soja,2021,2021/2022,Buenos Aires,Tordillo,850,850,2210,2.6,1.0
soja,2021,2021/2022,Chaco,Almirante Brown,144500,137800,438600,3.183,0.954
soja,2021,2021/2022,Catamarca,El Alto,1800,1690,3211,1.9,0.939
soja,2021,2021/2022,Chaco,Quitilipi,3900,3500,4720,1.349,0.897
soja,2021,2021/2022,Chaco,Fray Justo Santa María de Oro,12500,11970,29937,2.501,0.958
soja,2021,2021/2022,Chaco,9 de Julio,53500,51100,139840,2.737,0.955
soja,2021,2021/2022,Catamarca,Santa Rosa,36400,35380,81374,2.3,0.972
soja,2021,2021/2022,Chaco,2 de Abril,42000,40050,120830,3.017,0.954
soja,2021,2021/2022,Chaco,12 de Octubre,83600,79950,223910,2.801,0.956
soja,2021,2021/2022,Chaco,General Güemes,18900,18120,30640,1.691,0.959
soja,2021,2021/2022,Chaco,Comandante Fernández,32000,29700,36210,1.219,0.928
soja,2021,2021/2022,Chaco,Chacabuco,60650,58150,152970,2.631,0.959
soja,2021,2021/2022,Chaco,O'Higgins,45000,43000,121850,2.834,0.956
soja,2021,2021/2022,Chaco,Mayor Luis J. Fontana,20500,19760,49672,2.514,0.964
soja,2021,2021/2022,Chaco,Independencia,62000,57500,157620,2.741,0.927
soja,2021,2021/2022,Chaco,Maipú,28000,26400,40940,1.551,0.943
soja,2021,2021/2022,Chaco,Libertador General San Martín,900,900,1170,1.3,1.0
soja,2021,2021/2022,Corrientes,San Miguel,1600,1600,2400,1.5,1.0
soja,2021,2021/2022,Corrientes,Curuzu Cuatia,855,855,1133,1.325,1.0
soja,2021,2021/2022,Córdoba,Río Cuarto,672000,672000,1581600,2.354,1.0
soja,2021,2021/2022,Córdoba,Colón,59652,59372,183212,3.086,0.995
soja,2021,2021/2022,Córdoba,Capital,8700,8700,21740,2.499,1.0
soja,2021,2021/2022,Chaco,San Lorenzo,500,470,1043,2.219,0.94
soja,2021,2021/2022,Córdoba,Calamuchita,34950,34950,75690,2.166,1.0
soja,2021,2021/2022,Chaco,Sargento Cabral,1200,1200,2640,2.2,1.0
soja,2021,2021/2022,Córdoba,General San Martín,173000,173000,351300,2.031,1.0
soja,2021,2021/2022,Córdoba,Presidente Roque Sáenz Peña,266306,252606,839480,3.323,0.949
soja,2021,2021/2022,Córdoba,General Roca,383930,373066,1134788,3.042,0.972
soja,2021,2021/2022,Córdoba,Cruz del Eje,3600,3600,9240,2.567,1.0
soja,2021,2021/2022,Córdoba,Pocho,2000,2000,5800,2.9,1.0
soja,2021,2021/2022,Córdoba,Ischilín,6450,6240,17472,2.8,0.967
soja,2021,2021/2022,Córdoba,Marcos Juárez,449200,443700,1597560,3.601,0.988
soja,2021,2021/2022,Córdoba,Juárez Celman,286350,286350,716310,2.502,1.0
soja,2021,2021/2022,Corrientes,Saladas,400,400,600,1.5,1.0
soja,2021,2021/2022,Córdoba,San Alberto,2000,2000,5800,2.9,1.0
soja,2021,2021/2022,Corrientes,Concepción,50,50,75,1.5,1.0
soja,2021,2021/2022,Córdoba,San Justo,431995,431325,1277803,2.963,0.998
soja,2021,2021/2022,Córdoba,San Javier,10700,10700,31860,2.978,1.0
soja,2021,2021/2022,Córdoba,Río Segundo,248000,248000,644000,2.597,1.0
soja,2021,2021/2022,Córdoba,Río Seco,53141,53001,152333,2.874,0.997
soja,2021,2021/2022,Córdoba,Río Primero,235575,235105,707983,3.011,0.998
soja,2021,2021/2022,Corrientes,Berón de Astrada,50,50,75,1.5,1.0
soja,2021,2021/2022,Córdoba,Tercero Arriba,236000,236000,572500,2.426,1.0
soja,2021,2021/2022,Corrientes,Mercedes,50,50,75,1.5,1.0
soja,2021,2021/2022,Córdoba,Santa María,83100,83100,198120,2.384,1.0
soja,2021,2021/2022,Corrientes,Goya,140,140,210,1.5,1.0
soja,2021,2021/2022,Córdoba,Unión,416460,408760,1348256,3.298,0.982
soja,2021,2021/2022,Córdoba,Tulumba,56038,55888,167174,2.991,0.997
soja,2021,2021/2022,Córdoba,Totoral,93387,93087,270505,2.906,0.997
soja,2021,2021/2022,Salta,Guachipas,25,25,40,1.6,1.0
soja,2021,2021/2022,Salta,Rosario de Lerma,363,363,678,1.868,1.0
soja,2021,2021/2022,Jujuy,Santa Bárbara,6430,6430,14932,2.322,1.0
soja,2021,2021/2022,Jujuy,Palpalá,144,144,374,2.597,1.0
soja,2021,2021/2022,Entre Ríos,Colón,26000,25700,55210,2.148,0.988
soja,2021,2021/2022,Entre Ríos,Federación,9850,9850,20065,2.037,1.0
soja,2021,2021/2022,Entre Ríos,Paraná,134500,134500,311950,2.319,1.0
soja,2021,2021/2022,Corrientes,Sauce,1875,1875,2613,1.394,1.0
soja,2021,2021/2022,Entre Ríos,Federal,30000,30000,62270,2.076,1.0
soja,2021,2021/2022,Entre Ríos,Diamante,56700,56700,133250,2.35,1.0
soja,2021,2021/2022,Entre Ríos,Concordia,20400,20400,40330,1.977,1.0
soja,2021,2021/2022,Entre Ríos,Nogoyá,100000,99100,224030,2.261,0.991
soja,2021,2021/2022,Entre Ríos,La Paz,101500,101500,212600,2.095,1.0
soja,2021,2021/2022,Entre Ríos,Feliciano,14150,14150,29155,2.06,1.0
soja,2021,2021/2022,Entre Ríos,Gualeguaychú,141000,139650,372985,2.671,0.99
soja,2021,2021/2022,Entre Ríos,Gualeguay,81000,80150,223300,2.786,0.99
soja,2021,2021/2022,Formosa,Bermejo,2540,1100,770,0.7,0.433
soja,2021,2021/2022,Entre Ríos,San Salvador,20500,20400,43380,2.126,0.995
soja,2021,2021/2022,Jujuy,San Pedro,566,566,1472,2.601,1.0
soja,2021,2021/2022,Jujuy,Ledesma,136,136,354,2.603,1.0
soja,2021,2021/2022,Entre Ríos,Tala,55500,54900,128250,2.336,0.989
soja,2021,2021/2022,Entre Ríos,Villaguay,107000,106100,244700,2.306,0.992
soja,2021,2021/2022,Entre Ríos,Victoria,71000,70500,181200,2.57,0.993
soja,2021,2021/2022,Entre Ríos,Uruguay,115000,114000,283080,2.483,0.991
soja,2021,2021/2022,Formosa,Patiño,6480,3950,9085,2.3,0.61
soja,2021,2021/2022,Jujuy,San Antonio,540,540,1404,2.6,1.0
soja,2021,2021/2022,Jujuy,El Carmen,1477,1477,3840,2.6,1.0
soja,2021,2021/2022,Formosa,Laishí,3659,3045,4470,1.468,0.832
soja,2021,2021/2022,Formosa,Pilagás,400,240,504,2.1,0.6
soja,2021,2021/2022,Jujuy,Dr. Manuel Belgrano,288,288,749,2.601,1.0
soja,2021,2021/2022,Formosa,Pirané,6450,4950,12870,2.6,0.767
soja,2021,2021/2022,Formosa,Pilcomayo,650,450,1013,2.251,0.692
soja,2021,2021/2022,La Pampa,Conhelo,34200,33100,82380,2.489,0.968
soja,2021,2021/2022,Misiones,Cainguás,81,47,71,1.511,0.58
soja,2021,2021/2022,Salta,General José de San Martín,52270,52270,79873,1.528,1.0
soja,2021,2021/2022,La Pampa,Atreucó,7400,7400,19050,2.574,1.0
soja,2021,2021/2022,La Pampa,Chapaleufú,91500,87800,321200,3.658,0.96
soja,2021,2021/2022,Salta,Rosario de la Frontera,23294,23125,40327,1.744,0.993
soja,2021,2021/2022,La Pampa,Catriló,27000,27000,79260,2.936,1.0
soja,2021,2021/2022,La Pampa,Capital,14600,14600,29610,2.028,1.0
soja,2021,2021/2022,Misiones,25 de Mayo,1620,960,1440,1.5,0.593
soja,2021,2021/2022,La Pampa,Rancul,61700,58700,162600,2.77,0.951
soja,2021,2021/2022,La Pampa,Quemú Quemú,30400,29000,93100,3.21,0.954
soja,2021,2021/2022,La Pampa,Maracó,58600,52800,168720,3.195,0.901
soja,2021,2021/2022,La Pampa,Utracán,300,300,540,1.8,1.0
soja,2021,2021/2022,La Pampa,Realicó,44700,40500,129210,3.19,0.906
soja,2021,2021/2022,La Pampa,Trenel,18400,17500,44940,2.568,0.951
soja,2021,2021/2022,La Pampa,Toay,4700,4700,10100,2.149,1.0
soja,2021,2021/2022,Salta,General Güemes,3350,3350,5960,1.779,1.0
soja,2021,2021/2022,Misiones,San Pedro,300,174,261,1.5,0.58
soja,2021,2021/2022,Salta,Rivadavia,9500,9500,16150,1.7,1.0
soja,2021,2021/2022,Misiones,General Manuel Belgrano,250,145,218,1.503,0.58
soja,2021,2021/2022,Misiones,Guaraní,1140,630,945,1.5,0.553
soja,2021,2021/2022,Misiones,San Javier,40,30,45,1.5,0.75
soja,2021,2021/2022,Misiones,Oberá,40,30,45,1.5,0.75
soja,2021,2021/2022,Misiones,Leandro N. Alem,30,25,38,1.52,0.833
soja,2021,2021/2022,Salta,Chicoana,220,220,396,1.8,1.0
soja,2021,2021/2022,Salta,Capital,1510,1510,2840,1.881,1.0
soja,2021,2021/2022,Salta,Orán,15296,15296,23075,1.509,1.0
soja,2021,2021/2022,Salta,Anta,171532,170328,298305,1.751,0.993
soja,2021,2021/2022,Salta,Metán,38288,37965,67061,1.766,0.992
soja,2021,2021/2022,Salta,Cerrillos,540,540,990,1.833,1.0
soja,2021,2021/2022,Salta,La Viña,120,120,184,1.533,1.0
soja,2021,2021/2022,Salta,La Candelaria,1310,1310,2110,1.611,1.0
soja,2021,2021/2022,Santa Fe,9 de Julio,135500,135500,311950,2.302,1.0
soja,2021,2021/2022,Tucumán,Cruz Alta,24000,23210,44099,1.9,0.967
soja,2021,2021/2022,Santiago del Estero,Capital,4500,4500,11250,2.5,1.0
soja,2021,2021/2022,Santa Fe,San Lorenzo,109400,106900,216120,2.022,0.977
soja,2021,2021/2022,Santa Fe,San Justo,108785,108785,282841,2.6,1.0
soja,2021,2021/2022,Santa Fe,San Jerónimo,159959,159959,449719,2.811,1.0
soja,2021,2021/2022,San Luis,Libertador General San Martín,2700,2700,6750,2.5,1.0
soja,2021,2021/2022,San Luis,Chacabuco,24000,24000,43200,1.8,1.0
soja,2021,2021/2022,San Luis,Coronel Pringles,50000,50000,119500,2.39,1.0
soja,2021,2021/2022,San Luis,Junín,4700,4700,9630,2.049,1.0
soja,2021,2021/2022,San Luis,General Pedernera,91000,91000,199400,2.191,1.0
soja,2021,2021/2022,San Luis,Gobernador Dupuy,21800,21800,47320,2.171,1.0
soja,2021,2021/2022,San Luis,Juan Martín de Pueyrredón,18500,18500,42550,2.3,1.0
soja,2021,2021/2022,Santa Fe,San Javier,10000,9000,15930,1.77,0.9
soja,2021,2021/2022,Santa Fe,General López,520000,520000,1813500,3.488,1.0
soja,2021,2021/2022,Santiago del Estero,Belgrano,114075,114075,365040,3.2,1.0
soja,2021,2021/2022,Santa Fe,Belgrano,159384,159384,533706,3.349,1.0
soja,2021,2021/2022,Santa Fe,Garay,3600,3600,9360,2.6,1.0
soja,2021,2021/2022,Santa Fe,Caseros,198200,198200,474120,2.392,1.0
soja,2021,2021/2022,Santa Fe,Villa Constitución,186500,183500,371330,2.024,0.984
soja,2021,2021/2022,Santa Fe,Castellanos,283584,283384,976872,3.447,0.999
soja,2021,2021/2022,Santa Fe,San Cristóbal,140291,140291,397720,2.835,1.0
soja,2021,2021/2022,Santa Fe,Iriondo,190441,190441,600598,3.154,1.0
soja,2021,2021/2022,Santiago del Estero,Banda,4500,4500,11250,2.5,1.0
soja,2021,2021/2022,Santa Fe,General Obligado,71000,62600,89060,1.423,0.882
soja,2021,2021/2022,Santiago del Estero,Avellaneda,3600,3600,10440,2.9,1.0
soja,2021,2021/2022,Santa Fe,Rosario,73300,69300,122560,1.769,0.945
soja,2021,2021/2022,Santa Fe,Las Colonias,193960,193960,635877,3.278,1.0
soja,2021,2021/2022,Santa Fe,La Capital,33100,33100,83650,2.527,1.0
soja,2021,2021/2022,Tucumán,Chicligasta,450,450,1035,2.3,1.0
soja,2021,2021/2022,Santiago del Estero,Rivadavia,16290,16290,52119,3.199,1.0
soja,2021,2021/2022,Santiago del Estero,General Taboada,197300,197300,631360,3.2,1.0
soja,2021,2021/2022,Santiago del Estero,Guasayán,7500,7500,18750,2.5,1.0
soja,2021,2021/2022,Santiago del Estero,Figueroa,3500,3500,8750,2.5,1.0
soja,2021,2021/2022,Santiago del Estero,Copo,10200,10200,30530,2.993,1.0
soja,2021,2021/2022,Santiago del Estero,Choya,6500,6500,16250,2.5,1.0
soja,2021,2021/2022,Santiago del Estero,Loreto,2500,2500,6250,2.5,1.0
soja,2021,2021/2022,Santiago del Estero,Río Hondo,15500,15500,38750,2.5,1.0
soja,2021,2021/2022,Santiago del Estero,Juan F. Ibarra,73900,73900,240990,3.261,1.0
soja,2021,2021/2022,Santiago del Estero,Jiménez,87000,87000,217500,2.5,1.0
soja,2021,2021/2022,Santiago del Estero,Pellegrini,61500,61500,153750,2.5,1.0
soja,2021,2021/2022,Santiago del Estero,Mitre,12000,12000,30000,2.5,1.0
soja,2021,2021/2022,Santiago del Estero,Moreno,290600,290600,976160,3.359,1.0
soja,2021,2021/2022,Tucumán,Capital,50,50,110,2.2,1.0
soja,2021,2021/2022,Tucumán,Burruyacú,60000,58950,106110,1.8,0.982
soja,2021,2021/2022,Tucumán,Famaillá,400,400,920,2.3,1.0
soja,2021,2021/2022,Tucumán,Yerba Buena,50,50,110,2.2,1.0
soja,2021,2021/2022,Santiago del Estero,Silípica,4000,4000,10000,2.5,1.0
soja,2021,2021/2022,Santiago del Estero,Robles,4500,4500,11250,2.5,1.0
soja,2021,2021/2022,Santiago del Estero,Sarmiento,800,800,2240,2.8,1.0
soja,2021,2021/2022,Santiago del Estero,San Martín,6000,6000,15000,2.5,1.0
soja,2021,2021/2022,Tucumán,La Cocha,19700,18680,34446,1.844,0.948
soja,2021,2021/2022,Tucumán,Tafí Viejo,180,180,360,2.0,1.0
soja,2021,2021/2022,Tucumán,Juan Bautista Alberdi,12100,11510,22337,1.941,0.951
soja,2021,2021/2022,Tucumán,Graneros,16500,15720,26724,1.7,0.953
soja,2021,2021/2022,Tucumán,Leales,16000,15410,27738,1.8,0.963
soja,2021,2021/2022,Tucumán,Simoca,2500,2480,4960,2.0,0.992
soja,2021,2021/2022,Tucumán,Río Chico,300,300,660,2.2,1.0
soja,2021,2021/2022,Tucumán,Monteros,400,400,920,2.3,1.0
soja,2021,2021/2022,Tucumán,Lules,600,600,1440,2.4,1.0
soja,2021,2021/2022,Buenos Aires,Chivilcoy,92804,85514,266428,3.116,0.921
soja,2021,2021/2022,Buenos Aires,Chascomús,23400,22400,64480,2.879,0.957
soja,2022,2022/2023,Buenos Aires,Rauch,7050,7050,10750,1.525,1.0
soja,2022,2022/2023,Buenos Aires,Pellegrini,37000,37000,101800,2.751,1.0
soja,2022,2022/2023,Buenos Aires,Pehuajó,110602,75102,141715,1.887,0.679
soja,2022,2022/2023,Buenos Aires,Ramallo,50110,36860,58074,1.576,0.736
soja,2022,2022/2023,Buenos Aires,Olavarría,48000,48000,93080,1.939,1.0
soja,2022,2022/2023,Buenos Aires,Punta Indio,490,180,288,1.6,0.367
soja,2022,2022/2023,Buenos Aires,Necochea,103221,103221,231453,2.242,1.0
soja,2022,2022/2023,Buenos Aires,Puán,1000,800,1440,1.8,0.8
soja,2022,2022/2023,Buenos Aires,Navarro,27754,27407,52569,1.918,0.987
soja,2022,2022/2023,Buenos Aires,9 de Julio,172000,162000,222014,1.37,0.942
soja,2022,2022/2023,Buenos Aires,Pilar,1580,580,880,1.517,0.367
soja,2022,2022/2023,Buenos Aires,25 de Mayo,161394,158413,245397,1.549,0.982
soja,2022,2022/2023,Buenos Aires,Monte,32524,32127,63073,1.963,0.988
soja,2022,2022/2023,Buenos Aires,Coronel Dorrego,24091,24091,53000,2.2,1.0
soja,2022,2022/2023,Buenos Aires,Florentino Ameghino,46000,41780,67396,1.613,0.908
soja,2022,2022/2023,Buenos Aires,Brandsen,480,80,128,1.6,0.167
soja,2022,2022/2023,Buenos Aires,Adolfo Gonzales Chaves,67436,67436,168590,2.5,1.0
soja,2022,2022/2023,Buenos Aires,Pila,11100,11100,15600,1.405,1.0
soja,2022,2022/2023,Buenos Aires,Alberti,60000,35900,45409,1.265,0.598
soja,2022,2022/2023,Buenos Aires,Adolfo Alsina,64000,64000,157200,2.456,1.0
soja,2022,2022/2023,Buenos Aires,Azul,112480,112480,248464,2.209,1.0
soja,2022,2022/2023,Buenos Aires,Bragado,114000,98300,136824,1.392,0.862
soja,2022,2022/2023,Buenos Aires,Ayacucho,19800,19800,27900,1.409,1.0
soja,2022,2022/2023,Buenos Aires,Arrecifes,76187,44987,78125,1.737,0.59
soja,2022,2022/2023,Buenos Aires,Bolívar,83000,83000,176590,2.128,1.0
soja,2022,2022/2023,Buenos Aires,Balcarce,58470,58470,144153,2.465,1.0
soja,2022,2022/2023,Buenos Aires,Benito Juárez,52310,52310,106514,2.036,1.0
soja,2022,2022/2023,Buenos Aires,Baradero,50334,34534,51486,1.491,0.686
soja,2022,2022/2023,Buenos Aires,Carmen de Areco,43000,40300,49740,1.234,0.937
soja,2022,2022/2023,Buenos Aires,Campana,5400,4500,7375,1.639,0.833
soja,2022,2022/2023,Buenos Aires,Colón,56141,43641,84196,1.929,0.777
soja,2022,2022/2023,Buenos Aires,Exaltación de la Cruz,16800,12300,21090,1.715,0.732
soja,2022,2022/2023,Buenos Aires,Cañuelas,3900,1900,2750,1.447,0.487
soja,2022,2022/2023,Buenos Aires,Carlos Tejedor,66200,48900,87220,1.784,0.739
soja,2022,2022/2023,Buenos Aires,Carlos Casares,78100,55600,110180,1.982,0.712
soja,2022,2022/2023,Buenos Aires,Capitán Sarmiento,25694,18444,30063,1.63,0.718
soja,2022,2022/2023,Buenos Aires,Chivilcoy,109000,63000,99476,1.579,0.578
soja,2022,2022/2023,Buenos Aires,Chacabuco,106000,100000,159200,1.592,0.943
soja,2022,2022/2023,Buenos Aires,Dolores,900,900,1800,2.0,1.0
soja,2022,2022/2023,Buenos Aires,Castelli,6700,6700,9800,1.463,1.0
soja,2022,2022/2023,Buenos Aires,Daireaux,87000,87000,176800,2.032,1.0
soja,2022,2022/2023,Buenos Aires,Chascomús,26000,20500,29200,1.424,0.788
soja,2022,2022/2023,Buenos Aires,Coronel Suárez,100000,99500,233350,2.345,0.995
soja,2022,2022/2023,Buenos Aires,Coronel Pringles,21343,21343,41267,1.934,1.0
soja,2022,2022/2023,Buenos Aires,Pergamino,163102,131202,243636,1.857,0.804
soja,2022,2022/2023,Buenos Aires,Mercedes,23600,2000,1966,0.983,0.085
soja,2022,2022/2023,Buenos Aires,General Villegas,269000,255030,521411,2.045,0.948
soja,2022,2022/2023,Buenos Aires,General Belgrano,26811,26244,41175,1.569,0.979
soja,2022,2022/2023,Buenos Aires,General Guido,2200,2200,3200,1.455,1.0
soja,2022,2022/2023,Buenos Aires,General Alvarado,41109,41109,109665,2.668,1.0
soja,2022,2022/2023,Buenos Aires,General Arenales,80000,74000,107200,1.449,0.925
soja,2022,2022/2023,Buenos Aires,General Alvear,18000,18000,37680,2.093,1.0
soja,2022,2022/2023,Buenos Aires,General Las Heras,5200,1200,1800,1.5,0.231
soja,2022,2022/2023,Buenos Aires,General Viamonte,84000,78790,140002,1.777,0.938
soja,2022,2022/2023,Buenos Aires,General La Madrid,40000,39000,80000,2.051,0.975
soja,2022,2022/2023,Buenos Aires,General Juan Madariaga,10600,10600,28340,2.674,1.0
soja,2022,2022/2023,Buenos Aires,General Paz,5450,3950,5420,1.372,0.725
soja,2022,2022/2023,Buenos Aires,General Rodríguez,5800,2850,4380,1.537,0.491
soja,2022,2022/2023,Buenos Aires,General Pueyrredón,18319,18319,52504,2.866,1.0
soja,2022,2022/2023,Buenos Aires,General Pinto,81000,73740,139654,1.894,0.91
soja,2022,2022/2023,Buenos Aires,Hipólito Yrigoyen,63000,63000,125760,1.996,1.0
soja,2022,2022/2023,Buenos Aires,Marcos Paz,7580,2080,2788,1.34,0.274
soja,2022,2022/2023,Buenos Aires,Las Flores,20279,19892,29548,1.485,0.981
soja,2022,2022/2023,Buenos Aires,Guaminí,56000,56000,140400,2.507,1.0
soja,2022,2022/2023,Buenos Aires,Laprida,9972,9972,19944,2.0,1.0
soja,2022,2022/2023,Buenos Aires,Junín,98000,92000,143200,1.557,0.939
soja,2022,2022/2023,Buenos Aires,La Plata,520,280,430,1.536,0.538
soja,2022,2022/2023,Buenos Aires,Lobería,99957,99957,234550,2.347,1.0
soja,2022,2022/2023,Buenos Aires,Mar Chiquita,11900,11900,28860,2.425,1.0
soja,2022,2022/2023,Buenos Aires,Lincoln,155000,143330,245934,1.716,0.925
soja,2022,2022/2023,Buenos Aires,Leandro N. Alem,63000,58620,89432,1.526,0.93
soja,2022,2022/2023,Buenos Aires,Maipú,7600,7600,16520,2.174,1.0
soja,2022,2022/2023,Buenos Aires,Lobos,28150,27653,47129,1.704,0.982
soja,2022,2022/2023,Buenos Aires,Magdalena,3070,820,1312,1.6,0.267
soja,2022,2022/2023,Buenos Aires,Luján,14700,8500,12880,1.515,0.578
